,number,w,name,rate,begin,end,index1,value1,index2,value2
23,23,257,orig_mp_novelty,6.173465149,8391,8905,8648,14.62896679,8011,2.369652445
24,24,50,acc_p2p,4.710034874,4475,4575,4525,16.34251068,2053,3.4697218
25,25,50,acc_p2p,11.53165809,5556,5656,5606,39.3947142,3754,3.41622288
26,26,103,orig_np_outlier,2.623451936,5624,5830,5727,3.504023568,6785,1.335653808
27,27,103,acc_p2p,9.45625534,4093,4299,4196,35.29339525,6862,3.732280272
28,28,50,acc_std,12.86671441,3170,3270,3220,9.283383171,6790,0.721503787
29,29,50,acc_std,5.999802924,4451,4551,4501,4.482152626,5552,0.747049975
30,30,60,orig_np_novelty,3.060687803,4127,4247,4187,4.342783045,5439,1.418891218
31,31,257,orig_mp_novelty,3.788075292,5591,6105,5848,9.804285162,3505,2.588197015
32,32,86,orig_mp_novelty,2.80517215,4697,4869,4783,4.213900971,4429,1.502189793
33,33,179,orig_mp_outlier,4.446407674,6054,6412,6233,7.87813562,5223,1.771797864
34,34,72,orig_p2p_inv,3.482509915,3648,3792,3720,5.60010407,663,1.608065507
35,35,103,orig_np_outlier,1.266723236,5751,5957,5854,1.799044509,1374,1.420234869
36,36,257,orig_np_novelty,1.391202228,5022,5536,5279,1.572434873,6035,1.130270525
37,37,445,diff_p2p,2.220793671,16795,17685,17240,0.231684739,5943,0.104325198
38,38,50,orig_mp_outlier,1.281308892,27852,27952,27902,4.42615758,23418,3.454403235
39,39,50,acc_std,3.996476653,16351,16451,16401,0.070469308,4798,0.017632859
40,40,103,acc_std_inv,2.548462514,17426,17632,17529,2.952861093,22756,1.158683354
41,41,50,orig_mp_outlier,1.841704946,17375,17475,17425,6.008555015,23297,3.262495997
42,42,103,acc_std_inv,8.6886975,12204,12410,12307,9.999399956,22553,1.150851432
43,43,179,orig_mp_outlier,1.739182097,19132,19490,19311,11.2548332,1804,6.471336853
44,44,124,acc_std_inv,4.544762975,18487,18735,18611,7.601214222,14092,1.672521596
45,45,214,diff_small,2.704283637,23319,23747,23533,0.527971875,14211,0.195235392
46,46,257,orig_np_novelty,1.69493518,26073,26587,26330,2.727260716,23418,1.609064906
47,47,50,orig_np_novelty,2.30544045,23992,24092,24042,4.261097743,21713,1.848279248
48,48,214,orig_mp_outlier,3.464665424,5858,6286,6072,9.165631783,5272,2.64545942
49,49,60,orig_np_novelty,1.186732414,4354,4474,4414,1.842991036,3925,1.55299629
50,50,86,acc_std,1.92162612,5918,6090,6004,0.118700338,6774,0.061770777
51,51,257,orig_mp_outlier,3.754392853,9078,9592,9335,9.451242425,5642,2.517382382
52,52,124,orig_mp_outlier,4.080306543,4674,4922,4798,4.979986108,6289,1.220493131
53,53,103,acc_std_inv,3.30665532,2767,2973,2870,6.070901668,3786,1.835964466
54,54,179,acc_p2p,3.60600272,5740,6098,5919,19.97774293,4294,5.540135292
55,55,124,orig_np_outlier,3.227775256,20909,21157,21033,7.832694404,31347,2.426654207
56,56,50,orig_mp_outlier,3.597103191,11133,11233,11183,3.796216005,31064,1.055353656
57,57,124,orig_p2p_inv,2.20598414,15917,16165,16041,3.364082683,21126,1.524980448
58,58,50,orig_mp_outlier,5.382394635,12219,12319,12269,6.860933659,20926,1.274699111
59,59,149,orig_mp_novelty,1.281298027,38536,38834,38685,2.693065063,51266,2.101825654
60,60,72,orig_np_novelty,1.477942698,46635,46779,46707,2.502040854,33035,1.692921422
61,61,214,orig_np_novelty,1.590613657,56844,57272,57058,2.441950519,52608,1.535225419
62,62,72,orig_mp_novelty,2.675759605,33095,33239,33167,4.451888676,62181,1.663784993
63,63,50,orig_mp_novelty,2.067189435,31433,31533,31483,3.695233121,31223,1.787563857
64,64,72,orig_mp_novelty,2.367045946,38682,38826,38754,6.309167535,38432,2.665418281
65,65,50,orig_np_novelty,1.416747236,6965,7065,7015,2.816802269,8825,1.988217939
66,66,50,orig_np_outlier,1.893512941,7968,8068,8018,3.299758496,8824,1.742664876
67,67,50,diff_cross,1.439429929,6979,7079,7029,0.4848,9528,0.3368
68,68,60,orig_np_novelty,1.984295475,6478,6598,6538,3.636431422,8831,1.832605813
69,69,50,orig_np_novelty,3.908255063,8469,8569,8519,7.223960727,8861,1.848385177
70,70,257,orig_mp_outlier,2.904857825,52388,52902,52645,15.95886149,53445,5.493852866
71,71,371,orig_np_outlier,3.157747598,52321,53063,52692,4.751853883,29712,1.504823845
72,72,445,orig_np_outlier,2.531251895,52271,53161,52716,3.482773772,9324,1.375909596
73,73,50,orig_np_novelty,1.41561201,77063,77163,77113,2.575158433,60145,1.819113157
74,74,124,orig_p2p_inv,1.474288862,12553,12801,12677,4.577264435,27651,3.104726999
75,75,179,orig_p2p_inv,1.79837782,13547,13905,13726,3.44179505,23997,1.913833129
76,76,770,orig_mp_outlier,2.020280556,130328,131868,131098,14.75928332,116255,7.305561241
77,77,50,diff_p2p,18.41546312,110748,110848,110798,3719.649543,68547,201.9851208
78,78,445,orig_p2p_inv,1.463333802,109905,110795,110350,1.931640312,59131,1.320027125
79,79,72,orig_mp_novelty,1.460922729,68488,68632,68560,2.877550617,75878,1.96968023
80,80,214,orig_np_novelty,1.312656408,62778,63206,62992,2.290892564,53928,1.745233978
81,81,60,orig_mp_novelty,1.427123485,68496,68616,68556,2.804977605,130184,1.965476453
82,82,309,orig_p2p_inv,2.50641261,128254,128872,128563,3.809578324,59030,1.519932635
83,83,50,acc_std,9.999852165,143426,143526,143476,511.1780325,134729,51.11855896
84,84,72,orig_mp_outlier,3.775785953,35745,35889,35817,7.606861601,15496,2.014643228
85,85,72,orig_mp_outlier,2.094778816,35746,35890,35818,5.378863519,10738,2.567747716
