,number,w,name,rate,begin,end,index1,value1,index2,value2
36,170,103,diff_cross,1.0056998100063332,36823,37029,36926,0.1496842303704402,44184,0.1488358940522198
37,170,103,acc_std,1.3147782170224598,33038,33244,33141,36.62886895400315,21070,27.859351850957413
38,170,103,orig_mp_novelty,2.3006262058544444,33063,33269,33166,3.6188174915753115,43881,1.5729706470205558
39,170,103,orig_np_novelty,1.2903376378109703,43776,43982,43879,3.8628443696398365,33075,2.993669452433448
40,170,103,orig_mp_outlier,2.416715830906011,33063,33269,33166,3.4070133252741606,43880,1.4097699372445016
41,170,103,orig_np_outlier,1.0082436398028762,32972,33178,33075,2.357030253910034,43879,2.3377586139505544
42,170,124,orig_p2p,1.000673844467811,58991,59239,59115,2179.6290322580644,40626,2178.1612903225805
43,170,124,diff_p2p,1.0457818163761856,20945,21193,21069,339.69354838709677,17593,324.8225806451613
44,170,124,acc_p2p,1.041820094620768,33043,33291,33167,325.3419316451613,21070,312.28225806451616
45,170,124,diff_cross,1.0562897699461575,36795,37043,36919,0.14034859521331947,4602,0.132869406867846
46,170,124,acc_std,1.3407948071862112,33017,33265,33141,34.202163922756924,21070,25.508872602612104
47,170,124,orig_mp_novelty,2.102571758151489,33047,33295,33171,3.4986497597914363,43882,1.6639859002326431
48,170,124,orig_np_novelty,1.037122606581834,43755,44003,43879,3.5208069600153777,33083,3.394783738847726
49,170,124,orig_mp_outlier,2.2200065377340827,33044,33292,33168,3.35294482978196,43881,1.5103310610986962
50,170,124,orig_np_outlier,1.5335601414234612,32959,33207,33083,3.267507333857075,43880,2.1306678790074396
51,170,149,orig_p2p,1.0042824293821067,58962,59260,59111,2236.5234899328857,40622,2226.986577181208
52,170,149,diff_p2p,1.0357107876745872,20920,21218,21069,354.8456375838926,18843,342.61073825503354
53,170,149,acc_p2p,1.0415570899716424,33018,33316,33167,325.3852310335571,21070,312.4026845637584
54,170,149,diff_cross,1.08348725526413,36770,37068,36919,0.13211116616368632,4604,0.12193144452952571
55,170,149,acc_std,1.3525783601316084,32992,33290,33141,31.88732320439388,21070,23.57521319599641
56,170,149,orig_mp_novelty,1.7740996308999055,33016,33314,33165,3.3385594834143877,43883,1.8818331424379564
57,170,149,orig_np_novelty,1.245470337681605,32939,33237,33088,4.040500678591835,43881,3.2441564895981956
58,170,149,orig_mp_outlier,1.856186406896623,33016,33314,33165,3.2679928618684913,43882,1.7605951911544713
59,170,149,orig_np_outlier,1.742666168545883,32941,33239,33090,3.8626784926165376,43880,2.2165338160203323
60,170,179,orig_p2p,1.002762328467316,58932,59290,59111,2265.2849162011175,40621,2259.04469273743
61,170,179,diff_p2p,1.0249933652840437,20890,21248,21069,366.804469273743,18843,357.86033519553075
62,170,179,acc_p2p,1.041338612463799,32988,33346,33167,325.4212251620112,21070,312.5027932960894
63,170,179,diff_large,1.0091727477323877,38916,39274,39095,0.9236603102275212,18307,0.9152648169532787
64,170,179,diff_cross,1.0831705274909293,36733,37091,36912,0.12112605723916232,11666,0.11182547361193472
65,170,179,acc_std,1.3729407720474807,32962,33320,33141,29.894826380124584,21070,21.77430154947043
66,170,179,orig_mp_novelty,1.197045669082945,32981,33339,33160,3.2679373514103593,43890,2.730002234512842
67,170,179,orig_np_novelty,1.2047492646041469,32946,33304,33125,3.6084049542255077,43881,2.995150161316884
68,170,179,orig_mp_outlier,1.2138991223621638,32981,33339,33160,3.2130038061778308,43889,2.646845810321987
69,170,179,orig_np_outlier,1.3589015290610154,32978,33336,33157,3.7002233740368675,43881,2.722951806959609
70,170,214,orig_p2p,1.000310781687037,60262,60690,60476,2301.214953271028,59145,2300.5
71,170,214,diff_p2p,1.0174948634982346,20855,21283,21069,386.4626168224299,18843,379.81775700934577
72,170,214,acc_p2p,1.0408500465380421,32953,33381,33167,325.4504633831776,21070,312.6775700934579
73,170,214,diff_large,1.0326402141317008,38917,39345,39131,0.909817451305791,18282,0.8810594811773955
74,170,214,diff_cross,1.0539523212045168,36654,37082,36868,0.11005327976242466,11667,0.10441959996506245
75,170,214,acc_std,1.3890630143707736,32927,33355,33141,28.190210666866655,21070,20.294407363251572
76,170,214,orig_mp_novelty,1.1570468230521227,43677,44105,43891,3.5579436059231058,33149,3.0750212826631884
77,170,214,orig_np_novelty,1.5457657620014615,32929,33357,33143,3.6495287136725234,43882,2.3609843117155758
78,170,214,orig_mp_outlier,1.1479811224068144,43676,44104,43890,3.46878110747467,33149,3.021636018022799
79,170,214,orig_np_outlier,1.142035987973678,32929,33357,33143,3.8550838139523735,43881,3.375623758400534
80,170,257,orig_p2p,1.0071764465042665,32920,33434,33177,2332.561865486381,60496,2315.941634241245
81,170,257,diff_p2p,1.014241690726861,20812,21326,21069,405.96108949416345,18843,400.26070038910507
82,170,257,acc_p2p,1.040750497586224,32910,33424,33167,325.47548245914396,21070,312.7315175097276
83,170,257,diff_large,1.0394375557459907,38906,39420,39163,0.8998470832260898,11127,0.8657057639025572
84,170,257,diff_cross,1.0595219496953603,36573,37087,36830,0.10268134263955549,11584,0.09691289799996972
85,170,257,acc_std,1.3928456496618018,32884,33398,33141,26.409004012339253,21070,18.96046702572654
86,170,257,orig_mp_novelty,1.191445073727459,43640,44154,43897,4.3590119737891495,23103,3.6585924688512046
87,170,257,orig_np_novelty,1.195547665742187,32898,33412,33155,3.272109660472343,43836,2.736912759091911
88,170,257,orig_mp_outlier,1.1944479626277478,43640,44154,43897,4.24984683959252,23103,3.5580008276316963
89,170,257,orig_np_outlier,1.016835026340687,43591,44105,43848,3.5490132158224785,33154,3.4902546862438575
90,170,309,orig_p2p,1.0101741937675495,32868,33486,33177,2352.9833844336567,60496,2329.284789644013
91,170,309,diff_p2p,1.0101972558414487,20760,21378,21069,420.3074433656958,18843,416.06472491909386
92,170,309,acc_p2p,1.0406671507325551,32858,33476,33167,325.49643619417475,21070,312.77669902912623
93,170,309,diff_large,1.0312208251997526,38880,39498,39189,0.8907740807071565,11039,0.8638053644180519
94,170,309,diff_cross,1.0383423257949718,36519,37137,36828,0.09473088886794231,11584,0.09123281071626817
95,170,309,acc_std,1.4096030111821751,32858,33476,33167,24.894851768625177,21070,17.660895706903254
96,170,309,orig_mp_novelty,1.2009354861309018,43583,44201,43892,4.711477608904109,23094,3.9231729458534446
97,170,309,orig_np_novelty,1.2653946039760675,43488,44106,43797,2.9153884427669556,33148,2.303936205833619
98,170,309,orig_mp_outlier,1.1786800590219082,43583,44201,43892,4.623999678792124,23095,3.9230320759216117
99,170,309,orig_np_outlier,1.1724761846060205,43488,44106,43797,3.18094586423551,33163,2.7130153311424254
100,170,371,orig_p2p,1.0103939844331962,32806,33548,33177,2354.4957739892184,60496,2330.2749326145554
101,170,371,diff_p2p,1.0098263579121576,20698,21440,21069,421.0404312668464,18843,416.9433962264151
102,170,371,acc_p2p,1.028168593919477,32796,33538,33167,325.51374268463616,21070,316.5956873315364
103,170,371,diff_large,1.0290729240897214,38806,39548,39177,0.8812999033718152,11000,0.8564017988826005
104,170,371,diff_cross,1.0050901201602136,36454,37196,36825,0.08751026220384915,11584,0.08706708030310736
105,170,371,acc_std,1.3200725426393587,32796,33538,33167,23.36399991679414,21070,17.699027259577765
106,170,371,orig_mp_novelty,1.1896220943132,43520,44262,43891,5.276366679814822,23104,4.4353300977156165
107,170,371,orig_np_novelty,1.1031972948663267,43415,44157,43786,2.4387374576288856,22881,2.2106086272849184
108,170,371,orig_mp_outlier,1.1923055483833076,43520,44262,43891,5.261713656737933,23095,4.413058098968415
109,170,371,orig_np_outlier,1.115253802218171,43422,44164,43793,2.6841634205618847,33157,2.4067736108348154
110,170,445,orig_p2p,1.0099413922789202,32732,33622,33177,2354.867861955056,60489,2331.6876404494383
111,170,445,diff_p2p,1.0098672523497305,20624,21514,21069,421.57078651685396,18843,417.4516853932584
112,170,445,acc_p2p,1.0178399409784924,32722,33612,33167,325.5280859325843,21070,319.82247191011237
113,170,445,diff_large,1.0243719113425855,38655,39545,39100,0.874046206287085,10921,0.8532508521651307
114,170,445,acc_std,1.269526270865691,32696,33586,33141,22.159635657589686,21070,17.455043007876483
115,170,445,orig_mp_novelty,1.0165443423870333,43449,44339,43894,6.123523030854267,23085,6.023862192253323
116,170,445,orig_np_novelty,1.183998924710087,43344,44234,43789,2.5110504380062064,33111,2.1208215527907344
117,170,445,orig_mp_outlier,1.062175337628536,43449,44339,43894,6.121097178881463,1891,5.76279354456461
118,170,445,orig_np_outlier,1.1882823484055174,43344,44234,43789,2.7636587087608806,18717,2.3257592881601443
119,170,534,orig_p2p,1.0093307391983721,32643,33711,33177,2355.1787732958805,60489,2333.4063670411983
120,170,534,diff_p2p,1.0133186344366467,20535,21603,21069,423.44194756554305,18843,417.87640449438203
121,170,534,acc_p2p,1.0093679656495864,32633,33701,33167,325.5400709438203,21070,322.5187265917603
122,170,534,diff_small,1.0055639064007358,49533,50601,50067,0.31436126190576386,5362,0.3126218631205375
123,170,534,diff_large,1.0194892889445055,38592,39660,39126,0.8656735260699406,10941,0.8491246896435636
124,170,534,acc_std,1.2323237061400223,32607,33675,33141,20.986436476363323,21070,17.029970592790615
125,170,534,orig_mp_novelty,1.0802981550981359,22541,23609,23075,7.58299327661009,43895,7.019352241623738
126,170,534,orig_np_novelty,1.1064830852067142,43256,44324,43790,2.2033395261264443,33154,1.9912997817899896
127,170,534,orig_np_outlier,1.130373355967884,43254,44322,43788,2.543708450821953,18636,2.250325909923716
128,170,641,orig_p2p,1.0082794287643297,32536,33818,33177,2355.4382702808116,60498,2336.0967238689545
129,170,641,diff_p2p,1.0148503617729665,20428,21710,21069,425.5959438377535,17593,419.3681747269891
130,170,641,acc_p2p,1.002910518743512,32526,33808,33167,325.5500740343214,21070,324.6053042121685
131,170,641,diff_large,1.0229170347158467,38575,39857,39216,0.8596211555170475,11014,0.8403625380584646
132,170,641,acc_std,1.208438596438056,32500,33782,33141,19.89920862550943,21070,16.466876086351032
133,170,641,orig_mp_novelty,1.1089996748458872,22443,23725,23084,9.182552794751581,43914,8.280031999132587
134,170,641,orig_np_novelty,1.4000235089388324,43148,44430,43789,2.6145820150865537,58500,1.8675272225023658
135,170,641,orig_mp_outlier,1.010977302618753,43273,44555,43914,8.219884198722944,23091,8.130631793048991
136,170,641,orig_np_outlier,1.2290675514949105,43251,44533,43892,2.644695946469794,18375,2.151790553133601
137,170,770,orig_p2p,1.0071156320435037,32407,33947,33177,2355.655234831169,60494,2339.0116883116884
138,170,770,diff_p2p,1.0156594986733956,20299,21839,21069,426.55324675324675,17593,419.97662337662337
139,170,770,acc_p2p,1.0006666198560554,32397,33937,33167,325.5584375844156,21070,325.34155844155845
140,170,770,diff_small,1.001082893167981,49309,50849,50079,0.29313037611738907,5456,0.2928132906054984
141,170,770,diff_large,1.024111652008461,38329,39869,39099,0.8533428908753584,10931,0.833251813121943
142,170,770,acc_std,1.1641437867431368,32371,33911,33141,18.882993068927696,55126,16.220498948635584
143,170,770,orig_mp_novelty,1.1478138574496564,22313,23853,23083,11.069379890131637,43905,9.643880685259235
144,170,770,orig_np_novelty,1.2975629435984726,43096,44636,43866,2.1949454282871312,58477,1.6915907155917913
145,170,770,orig_mp_outlier,1.036911561454732,22321,23861,23091,9.690804235641886,43907,9.345834877225403
146,170,770,orig_np_outlier,1.2301576684446482,43112,44652,43882,2.381939773375131,18373,1.9362881966071392
147,171,50,orig_p2p,1.004848288958022,28093,28193,28143,1989.68,40626,1980.08
148,171,50,diff_p2p,1.0199616234197153,21019,21119,21069,326.3,31478,319.9139972600001
149,171,50,acc_p2p,1.0802447980397036,31171,31271,31221,520.0946596,31541,481.4599992000001
150,171,50,diff_cross,1.0383275261324043,36879,36979,36929,0.23840000000000003,44180,0.2296
151,171,50,acc_std,1.0828908818124743,31171,31271,31221,53.2641931683083,31541,49.187036351398646
152,171,60,orig_p2p,1.0003276432620163,40566,40686,40626,2035.4,28143,2034.7333333333333
153,171,60,diff_p2p,1.0260855467141043,31426,31546,31486,336.4705521933334,21069,327.9166666666667
154,171,60,acc_p2p,1.0627619168898428,31161,31281,31221,522.389993,31538,491.54000035
155,171,60,diff_cross,1.0556328233657857,36867,36987,36927,0.21083333333333334,20666,0.19972222222222225
156,171,60,acc_std,1.0515692620619772,31161,31281,31221,48.74797073654859,31538,46.3573560917526
157,171,60,orig_mp_novelty,3.5252703235335177,31427,31547,31487,4.187645679023195,31244,1.187893493179199
158,171,60,orig_np_novelty,1.9335745300096487,31470,31590,31530,5.313514956416393,31244,2.7480269697128654
159,171,60,orig_mp_outlier,3.6498624142682248,31424,31544,31484,3.953200380056313,43879,1.083109424783319
160,171,60,orig_np_outlier,1.0740678797154815,43822,43942,43882,3.2209583924525744,31478,2.998840625702167
161,171,72,orig_p2p,1.0044502828342403,40554,40698,40626,2081.5,28143,2072.277777777778
162,171,72,diff_p2p,1.058596687775113,31414,31558,31486,349.38101516111124,21069,330.0416666666667
163,171,72,acc_p2p,1.0651869512531484,31149,31293,31221,524.3027708333334,31538,492.2166669583333
164,171,72,diff_cross,1.0586319218241043,36855,36999,36927,0.1880787037037037,44187,0.17766203703703703
165,171,72,acc_std,1.0000743285744418,31466,31610,31538,44.60958054035176,31221,44.606265020261624
166,171,72,orig_mp_novelty,3.2521837155948496,31414,31558,31486,3.9579914983149527,43879,1.2170258031044243
167,171,72,orig_np_novelty,2.0702765390522133,31465,31609,31537,5.481764279373732,43883,2.6478415689738344
168,171,72,orig_mp_outlier,3.4208792507212444,31412,31556,31484,3.826205980148109,43879,1.1184861258524128
169,171,72,orig_np_outlier,1.0106576688730624,31408,31552,31480,2.754897471454699,43883,2.725846304146247
170,171,86,orig_p2p,1.0033916969496752,40540,40712,40626,2119.0232558139537,59115,2111.860465116279
171,171,86,diff_p2p,1.0848024854228737,31400,31572,31486,359.88953153023266,21069,331.75581395348837
172,171,86,acc_p2p,1.0671558997024337,31135,31307,31221,525.8596830232559,31538,492.76744210465114
173,171,86,diff_cross,1.0265560165975103,36842,37014,36928,0.16725256895619253,44184,0.16292590589507844
174,171,86,acc_std,1.0553710965270529,31401,31573,31487,43.16141462058556,31221,40.896907981105755
175,171,86,orig_mp_novelty,1.2481898754567018,31402,31574,31488,3.542331031380822,31220,2.837974494933885
176,171,86,orig_np_novelty,1.3690721319527035,31441,31613,31527,5.53173001113102,31220,4.040495662738478
177,171,86,orig_mp_outlier,2.0289225942239604,31402,31574,31488,3.32803635926833,31220,1.64029735227098
178,171,86,orig_np_outlier,1.108633485467115,43803,43975,43889,2.6468117831056612,31220,2.387454300995108
179,171,103,orig_p2p,1.0011704574726255,40523,40729,40626,2150.873786407767,59115,2148.359223300971
180,171,103,diff_p2p,1.1085052473547523,31383,31589,31486,368.80938176310684,21069,332.70873786407765
181,171,103,acc_p2p,1.068823734283563,31118,31324,31221,527.1812229126214,31538,493.23495166019416
182,171,103,diff_large,1.0006829268292683,30120,30326,30223,0.9668206239984919,54613,0.9661608068620983
183,171,103,diff_cross,1.0056998100063332,36823,37029,36926,0.1496842303704402,44184,0.1488358940522198
184,171,103,acc_std,1.1077081421414368,31384,31590,31487,41.46563384213024,31221,37.433717659570775
185,171,103,orig_mp_novelty,1.2086665759185335,31397,31603,31500,3.1996602249274932,31222,2.647264587833822
186,171,103,orig_np_novelty,1.286692971578079,31384,31590,31487,4.9702947007173774,43879,3.8628443696412704
187,171,103,orig_mp_outlier,1.7722372928752874,31381,31587,31484,2.8155058332404153,31222,1.5886731672780248
188,171,103,orig_np_outlier,1.2572794577923982,31336,31542,31439,3.391403310711524,31222,2.6974140790197434
189,171,124,orig_p2p,1.000673844467811,58991,59239,59115,2179.6290322580644,40626,2178.1612903225805
190,171,124,diff_p2p,1.1082086855230049,31362,31610,31486,376.45134073870975,21069,339.69354838709677
191,171,124,acc_p2p,1.0702501159521645,31097,31345,31221,528.3134340322581,31538,493.6354840403226
192,171,124,diff_cross,1.0562897699461575,36795,37043,36919,0.14034859521331947,4602,0.132869406867846
193,171,124,acc_std,1.1497571449161352,31363,31611,31487,39.29726053831358,31221,34.178748714086026
194,171,124,orig_mp_novelty,1.1593445838167524,31398,31646,31522,3.005225056166289,31220,2.592175870846436
195,171,124,orig_np_novelty,1.1523315254554327,31357,31605,31481,4.057136855066749,43879,3.5208069600137497
196,171,124,orig_mp_outlier,1.528993812747103,31359,31607,31483,2.5065073602613275,31201,1.639318183870183
197,171,124,orig_np_outlier,1.4186614447553239,31293,31541,31417,3.4523364840400665,31148,2.433516817421855
198,171,149,orig_p2p,1.0042824293821067,58962,59260,59111,2236.5234899328857,40622,2226.986577181208
199,171,149,diff_p2p,1.0786105973218343,31337,31635,31486,382.7402651114095,21069,354.8456375838926
200,171,149,acc_p2p,1.0743596854577457,31072,31370,31221,530.6961903355706,31538,493.96510081208055
201,171,149,diff_cross,1.08348725526413,36770,37068,36919,0.13211116616368632,4604,0.12193144452952571
202,171,149,acc_std,1.1671071528613193,31338,31636,31487,36.94922670400048,31221,31.658812657787685
203,171,149,orig_mp_novelty,1.1566597755356545,31384,31682,31533,3.181476525668387,31221,2.7505724612883946
204,171,149,orig_np_novelty,1.0509016324727107,43732,44030,43881,3.2441564895987534,31222,3.0870220288510173
205,171,149,orig_mp_outlier,1.3133265011632327,31333,31631,31482,2.3134764183912306,43882,1.7615394316205075
206,171,149,orig_np_outlier,1.2996419267385573,31258,31556,31407,2.7950567189415505,43880,2.150636003222616
207,171,179,orig_p2p,1.002762328467316,58932,59290,59111,2265.2849162011175,40621,2259.04469273743
208,171,179,diff_p2p,1.0576974534953854,31307,31665,31486,387.9681530815643,21069,366.804469273743
209,171,179,acc_p2p,1.0748391764941805,31042,31400,31221,531.2275539664804,31538,494.23910626256986
210,171,179,diff_large,1.0091727477323875,38913,39271,39092,0.9236603102275209,18307,0.9152648169532787
211,171,179,diff_cross,1.0831705274909293,36733,37091,36912,0.12112605723916234,11666,0.11182547361193472
212,171,179,acc_std,1.1765709713205932,31308,31666,31487,34.52918920022464,31221,29.347306742974283
213,171,179,orig_mp_novelty,1.1190171507882647,31357,31715,31536,3.335540094395196,31222,2.9807765609718806
214,171,179,orig_np_novelty,1.0609550090445141,31363,31721,31542,3.4142692967235466,31339,3.2181094086151725
215,171,179,orig_mp_outlier,1.1666195901396978,43710,44068,43889,2.646896466123855,31481,2.268859951003309
216,171,179,orig_np_outlier,1.128242383232764,43702,44060,43881,2.6677146192849652,31406,2.3644871518131914
217,171,214,orig_p2p,1.000310781687037,60262,60690,60476,2301.214953271028,59145,2300.5
218,171,214,diff_p2p,1.0199465672186778,31324,31752,31538,395.076945140187,31221,387.35062976635515
219,171,214,acc_p2p,1.075228278439502,31007,31435,31221,531.659183457944,31538,494.4616823411215
220,171,214,diff_large,1.0326402141317008,38917,39345,39131,0.909817451305791,18282,0.8810594811773955
221,171,214,diff_cross,1.0539523212045168,36654,37082,36868,0.11005327976242466,11667,0.10441959996506245
222,171,214,acc_std,1.1794738320292073,31273,31701,31487,32.189716129310646,31221,27.291589906602972
223,171,214,orig_mp_novelty,1.1467798105659417,43677,44105,43891,3.558262718805114,31538,3.1028299295303197
224,171,214,orig_np_novelty,1.0644168011801682,31007,31435,31221,3.571444006131029,31537,3.3553059310706144
225,171,214,orig_mp_outlier,1.294685227662157,43676,44104,43890,3.4695183581559035,3782,2.679816131385768
226,171,214,orig_np_outlier,1.366011898388602,43667,44095,43881,3.2883165645607813,23156,2.4072385961204295
227,171,257,orig_p2p,1.0000655288175577,60239,60753,60496,2315.941634241245,59147,2315.7898832684823
228,171,257,diff_p2p,1.0185017279548267,30964,31478,31221,420.3869157587548,31538,412.7503215953308
229,171,257,acc_p2p,1.0766669466841452,30967,31481,31224,532.5756094163423,31538,494.6521401595331
230,171,257,diff_large,1.0394375557459907,38906,39420,39163,0.8998470832260898,11127,0.8657057639025572
231,171,257,diff_cross,1.05952194969536,36573,37087,36830,0.10268134263955547,11584,0.09691289799996972
232,171,257,acc_std,1.5778207633324917,31230,31744,31487,29.916218555672387,21070,18.96046702572654
233,171,257,orig_mp_novelty,1.1915228553287391,43640,44154,43897,4.3592965449698085,23103,3.6585924688512046
234,171,257,orig_np_novelty,1.183264624313272,31289,31803,31546,3.238492047665443,43836,2.7369127590922084
235,171,257,orig_mp_outlier,1.2060252348343168,43640,44154,43897,4.2501314107731485,23100,3.524081659333629
236,171,257,orig_np_outlier,1.5590736446640574,43591,44105,43848,3.5490132158223817,18773,2.276360214264996
237,171,309,orig_p2p,1.000871896562753,60187,60805,60496,2329.284789644013,59151,2327.2556634304206
238,171,309,diff_p2p,1.0667947693551492,30912,31530,31221,448.3817821035599,21069,420.3074433656958
239,171,309,acc_p2p,1.7036751710330271,30915,31533,31224,532.8698962135923,21070,312.77669902912623
240,171,309,diff_large,1.0312208251997526,38880,39498,39189,0.8907740807071565,11039,0.8638053644180519
241,171,309,diff_cross,1.0383423257949718,36519,37137,36828,0.09473088886794231,11584,0.09123281071626817
242,171,309,acc_std,1.6506694383168643,31170,31788,31479,29.152300796686713,21070,17.660895706903254
243,171,309,orig_mp_novelty,1.2009354861309665,43583,44201,43892,4.711477608904362,23094,3.9231729458534446
244,171,309,orig_np_novelty,1.0043193044990824,43488,44106,43797,2.9153884427673997,31563,2.9028501490584095
245,171,309,orig_mp_outlier,1.2051565365811021,43583,44201,43892,4.623999678792096,23088,3.8368457029738887
246,171,309,orig_np_outlier,1.336080693898512,43488,44106,43797,3.1809458642335007,22887,2.3808037035187666
247,171,371,orig_p2p,1.000733882935254,60125,60867,60496,2330.2749326145554,59151,2328.566037735849
248,171,371,diff_p2p,1.0758214568582514,30850,31592,31221,452.9643301617251,21069,421.0404312668464
249,171,371,acc_p2p,1.6857899559838918,30853,31595,31224,533.7138298113207,21070,316.5956873315364
250,171,371,diff_large,1.0290729240897214,38807,39549,39178,0.8812999033718152,11000,0.8564017988826005
251,171,371,diff_cross,1.0050901201602136,36454,37196,36825,0.08751026220384915,11584,0.08706708030310736
252,171,371,acc_std,1.5745390043698861,31108,31850,31479,27.867808759611048,21070,17.699027259577765
253,171,371,orig_mp_novelty,1.1848673749522662,43520,44262,43891,5.276366679814408,31536,4.453128503117889
254,171,371,orig_np_novelty,1.1401698504729563,31132,31874,31503,2.7805749224067444,43786,2.4387374576282017
255,171,371,orig_mp_outlier,1.2328360435199677,43520,44262,43891,5.261713656737895,23084,4.2679751978330875
256,171,371,orig_np_outlier,1.1176641029649104,43422,44164,43793,2.684145770969306,22881,2.4015674869121
257,171,445,orig_p2p,1.0010235977386304,60044,60934,60489,2331.6876404494383,59151,2329.303370786517
258,171,445,diff_p2p,1.07974081999371,30776,31666,31221,455.18718671910113,21069,421.57078651685396
259,171,445,acc_p2p,1.6688609811623019,30779,31669,31224,533.7392442696629,21070,319.82247191011237
260,171,445,diff_small,1.1850698558165766,31050,31940,31495,0.4734755712662542,1360,0.3995338915611892
261,171,445,diff_large,1.0243719113425855,38655,39545,39100,0.874046206287085,10921,0.8532508521651307
262,171,445,acc_std,1.5217713905924435,31031,31921,31476,26.562585070947105,21070,17.455043007876483
263,171,445,orig_mp_novelty,1.016544342387083,43449,44339,43894,6.1235230308545665,23085,6.023862192253323
264,171,445,orig_np_novelty,1.1049283768168523,31022,31912,31467,2.774530884571695,43789,2.511050438006434
265,171,445,orig_mp_outlier,1.0612625825532374,43449,44339,43894,6.121097178881975,1891,5.76774992307327
266,171,445,orig_np_outlier,1.1882823484052987,43344,44234,43789,2.7636587087601256,18717,2.325759288159937
267,171,534,orig_p2p,1.0014965716292779,59955,61023,60489,2333.4063670411983,59151,2329.9194756554307
268,171,534,diff_p2p,1.1038363352762717,30687,31755,31221,467.41060760299627,21069,423.44194756554305
269,171,534,acc_p2p,1.6549751571490783,30690,31758,31224,533.7604802247191,21070,322.5187265917603
270,171,534,diff_small,1.4471899332901987,30964,32032,31498,0.4549404536464251,50067,0.31436126190576386
271,171,534,diff_large,1.0194892889445057,38592,39660,39126,0.8656735260699407,10941,0.8491246896435636
272,171,534,acc_std,1.4792210694157955,30942,32010,31476,25.191091312387282,21070,17.029970592790615
273,171,534,orig_mp_novelty,1.0802981550981614,22541,23609,23075,7.58299327661009,43895,7.019352241623572
